Restaurant Name,Overall Rating,Number of Reviews,Food Type,Review Rating,Review Date,Review Content
Keng Eng Kee Seafood,3.9,29,Seafood,4,14-Dec-18,"Okay restaurant. They have indoor seating, but you need to make reservations. Otherwise, they seat you outside.  1. Sweet and Sour Pork (Gu Lao Rou) 20 SGD 2. Black Pepper Beef 20 SGD 3. Eggplant 15 SGD 4. Gan Niu Rou He noodles 9 SGD (great deal, moderately tasty) *5. Calamari in salted egg 28 SGD, best item on the menu  Barley Tea (no barley flavor, super sugary, wouldn't order again).  You know, I thought I didn't like this place, but I've been thinking about their calamari in salted egg ever since I got home. My memory has really improved with time."
Keng Eng Kee Seafood,3.9,29,Seafood,4,2-Jun-19,"I recently visited Singapore for the 1st time. Prior to my visit I happened to watch the Netflix show ""Street Food."" Watching the show really got me excited about eating in Singapore. Little did I know that my friends in Singapore frequent this establishment and know the owners. They brought us here for lunch. Although the show highlighted their specialty of Chili Crab we did not order it (because we had Chili Crab for dinner the night before). However they selected their other favorite dishes. A few of the favs being Beef Hor Fun (with Egg), Crispy Fried Fish Skins, Salted Egg Shrimp, Seafood Fried Rice & Ming Zhu Rolls.  The food was flavorful & tasty. Dishes came out quick & service was good. Large outdoor dining area & smaller indoor (AC) dining area next to the outdoor area. According to my friends it can get very busy especially during dinner time. Best of all I got a picture with the father and one of the sons featured on the show! Approximate 20 minute walk from the Queenstown MRT station."
Keng Eng Kee Seafood,3.9,29,Seafood,3,20-May-19,"Saw this place featured on Netflix's street food special - decided to check it out while we're in Singapore. It was a bit of a letdown. The chili crab sauce was far too sweet and not spicy enough. It is however, half the price of Jumbo, No Signboard and Longbeach so there's that. But if you're there to eat the chili crab, be warned! Also, you'll need to take a Grab or taxi to get here (or at least a Grab to get back out) as this far from city center and there's no convenient MRT line nearby."
Keng Eng Kee Seafood,3.9,29,Seafood,4,26-Sep-16,"I've heard lots of good things about Keng Eng Kee (KEK) Seafood in Bukit Merah and decided to give it a try along with a family birthday celebration. It was easy to make a phone reservation just a day before, but do call earlier if you have firmed up plans, to ensure air-con availability.  1. Salted Egg Crab $70/kg *highly recommended* Crabs seem to command better prices that rare minerals like gold or diamonds! It was just 2 years ago when 1kg of crabs cost $50, but nevertheless, these Indian crabs are fleshy. The salted egg sauce was so good, you know it's real salted egg and not the powered artificial salted egg, due to the graininess of the sauce. Not to mention, the taste. Sadly, KEK does no serve fried mantous, only the steamed mantous at $1 per piece. In the background of this photo, you can see 2 mantous, they're pretty big but I would still prefer to dip fried mantous into the sauce. The crab tasted reasonably fresh, but I felt that the chef had fried the crab for too long, resulting in the meat being stuck to parts of the shell.  2. Ming Zhu Roll *highly recommended* This mingzhu roll is definitely a worthy cause to visit KEK. With salted egg right in the middle, this is so pretty and yet delicious. This dish came straight to our table within 2 minutes of ordering. I was confused if this order belonged to another table, but the staff insisted it was for us. The batter is light and crispy. The mushrooms were juicy and added alot of flavour.  3. Fried Hor Fun $5/$8 *highly recommended* Probably their number 1 seller is their fried hor fun. Served with a raw egg. This dish is one of a kind, the wok hei can be subtly picked up by you sense of smell, but the taste of the wok hei is so vivid to your tastebud! The egg helps to make the hor fun wet, and when we ordered both a $5 and a $8 portion, we felt that they gave the same amount of ingredients, with 1 egg in each dish. Maybe they gave us more noodles, but we couldn't see the difference. There's prawns, lup cheong (chinese sausage), squids and some slices of fish mixed into the delicious and fragrant fried hor fun. I definitely want to come back to KEK seafood for this!  4. Fried Prawn Paste Chicken A family favourite that we usually order at every zi char, tasted rather ordinary here at KEK. The pieces were quite small and wasn't quite what we expected since the other dishes had set our expectations much higher. Skip this and also skip the hot plate tofu, it was bland and a waste of $10.  5. Coffee Pork Ribs *highly recommended* The coffee pork ribs were so addictive. The meat was boneless and tender. The coffee sauce wasn't too sweet or over powering. The meat had a tad sweetness and chewiness in every bite. The coffee sauce was the bomb!  Overall : A great place for a family meal. It cost us $180 including drinks for 7 adults."
Keng Eng Kee Seafood,3.9,29,Seafood,5,13-Nov-18,"This was definitely one of the highlight of recent trip - everything was good. Chili crab, blacked pepper crab, noodle, beef...list goes on. It's outdoor table type place more of hawker and doesn't break your bank. Waiter was very friendly and took great care of us. There's also a taxi stand and parking lot, very convenient to get around."
Keng Eng Kee Seafood,3.9,29,Seafood,5,23-May-18,"This is where the locals go and it is amazing! There are long lines especially on weekends but it's worth it. I tried their chili crab, a few vegetable dishes, butter cereal prawn, fried rice, and noodles. everything was very good but BUTTER CEREAL PRAWN. TO DIE FOR.  Please get it if you are going to keng eng kee. YOU WILL NOT REGRET :p"
Keng Eng Kee Seafood,3.9,29,Seafood,5,27-Sep-18,"Keng Eng Kee Seafood was recommended by a local. We were fortunate to have gotten a table at the air conditioned section.  Food was great including The black Pepper Crab and the Egg Yolk flavored Crab.  A Spinach dish with Duck Egg Yolk was delicious.  My eye opener for this meal is the Cereal Shrimp. Crunchy, Toasty, Umami cereal covering a generous sized Shrimp. After all the Shrimp was eaten, the Cereal was delicious eaten by itself. At the suggestion of my friend, I ate some more of the Cereal with the sauce that was used to flavor the Egg Yolk flavored Crab. A singular great taste treat.  Great local place with fair prices."
Keng Eng Kee Seafood,3.9,29,Seafood,3,6-May-19,"Quite disappointing to be honest. We had some of the signature dishes from this popular neighborhood zi char and everything was average to below average.  We had the crab, coffee ribs, mingzhu, and veggie. - Crab: average - definitely have had many better ones in Singapore - Coffee ribs: ok but a bit too sweet - Mingzhu: too dry for our taste - Veggie: too salty  Overall, quite an affordable place for local seafood but wouldn't really recommend if you want super tasty food"
Keng Eng Kee Seafood,3.9,29,Seafood,5,11-Apr-18,"Dude! First off we went here for the famous Singapore Chili Crab but the Black Pepper Crab stole the show! It was fantastic! First off, It was HUGE and the flavor was amazing. We had some other dishes as well but I can't remember what they were because of how good the crab was. A friend of mine who is a chef working in Singapore took us around to the places he thought were the best and this place did not disappoint. The owner and his son even came out with a bottle of Remy (not on the menu) and took a couple of shots with us. After the shots they left the bottle for us to enjoy at our leisure. Talk about excellent customer service! I was a little under the weather but still enjoyed myself. I' love to go back healthy with an empty stomach!  Not so humbly submitted, Michael C."
Keng Eng Kee Seafood,3.9,29,Seafood,4,11-Nov-15,"I came to KEK once several years ago without realizing how big of a following this restaurant has. In a typical coffeeshop setting, it didn't look anymore impressive than any other tze char stall. However, one of my friends had told me KEK was one of his favourite ""go to"" tze char so I made a point to revisit. This time around, with my family to celebrate a birthday. Alas, 3 days before the actual event, we couldn't book the aircon rooms. But luckily for us, it was a cool night and it was fine sitting outdoors.  We ordered quite a bit of their popular dishes - chili crab with mantou, salted egg yolk crab, 3-egg spinach, prawn paste chicken, mixed platter of fried appetizers, coffee ribs, moonlight horfun.  Most impressive was the moon light hor fun HANDS DOWN. $8 for a medium portion gave us a large plate enough for 6 full bowls or 7 slightly less-full bowls. The horfun was full of wok hei, full of lardy flavouring agents like lard cubes, lap cheong and seafood (fish slices, prawns and squid rings). Was very very satisfying and luckily we didn't have extras for I would have walloped them all (bad for waistline!).  The rest of the food was good but nothing extraordinary. The biggest let down was the famed salted egg yolk crab. The sauce was paltry, but most importantly, the crab was overcooked and the meat stuck onto the crab :( The chili crab fared better. While not particularly impressive, the sauce was eggy and morish enough to down a couple of pillow soft flower twist mantou (these deserves a highlight - they were so soft!). Note there is no fried mantous here. All these dishes for merely $207 with change! We even had leftovers to pack up."
Keng Eng Kee Seafood,3.9,29,Seafood,4,2-Feb-16,"We went on a night before CNY and the Coffeeshop was jammed packed with tables all within and all around the Coffeeshop.  Lucky I called to reserve 2 tables for my family, else I don't think you can walk in with seats for us 17 pax.  We ordered many dishes and mostly, they were good! All flavours were a little on the salty side but all enjoyable!  Dishes that are great: Moonlight Horfun -"
Keng Eng Kee Seafood,3.9,29,Seafood,4,22-Oct-12,"affectionately known as KEK.  the parking can be a nightmare but with the improved ERP parking system, it seems easier to get a lot. be careful not to park in the red lots though, they look tempting but are only reserved for season parking.  reservations these days is essential especially on weekends. else be prepared to eat closer to 9pm where the crowd tide ebbs.  of course i will always prefer the air con comfort of their shop house unit. the toilets in there are also way cleaner . alternatively, their outdoor seating is very spacious, as they take up the entire coffee shop at night and is cooling enough with awning and fans strategically located.  the ambiance is that of a zi char place and service was fast in general. especially in relation to the number of people waiting to be fed.  i was a guest, so left all the ordering to the in-the-know regulars here.  first up was the yuen choy(spinach like) in superior broth and the winner was the generous amounts of crispy tasty ikan bilis embellished on it.  next was the deep fried tofu topped with a minced pork saucy mixture with chye po(preserved veg) and chilli. the entire slab of of tofu has a nice golden brown hue, a smooth silky white finish together with a complexity in taste from the minced mixture. another winner.  their signature ming zhu rolls was next. crispy bean curd skin stuffed with salted egg, ham, prawns and lots of mushrooms served with a sweet mayo dip. the ratio of mushrooms needs to be toned down in order not to drown out the rest of the ingredients.  simple quick fried nai bai in garlic is always a hit with me.  the white rice they served was sadly, overly wet and mushy. good thing i'm not a fan of this carbo evil.  the seafood fried rice however was much better. i guess they used the drier overnight rice for this. individual tasty morsels of wok hei coated goodness.  the marmite pork was ok but i prefer marmite chicken better.  then suddenly it was as if our meal ended. all the dishes headed our way, always landed on the tables to the left and right of us. it was like an intermission at an exciting play, unwelcomed and ill timed. a regular was eventually send to check and magically regular service was back.  the clay pot liver was a hit with me. not too many do it well. i hate them overcooked but they taste evil if uncooked. shallots, spring onions, thinly sliced ginger and black sauce complimented the liver slivers.  lastly, two types of crabs completed our feast. both crabs were very well cooked. the flesh firm and sweet. the temperature control of the wok heat was perfect. both the black pepper and the salted egg yolk sauces were just the right consistency. neither too dry nor too wet. and evenly coated through and through. there's no other way to eat crabs except getting your hands dirty and the crabs here are definitely worth your effort. additionally, the claws were nicely cracked giving you quicker access to it's plump flesh.  no finger bowls but the tap and soap method is available."
Keng Eng Kee Seafood,3.9,29,Seafood,4,17-Aug-12,"Keng Eng Kee (Kek) is a tze char store tucked in the Alexandra Village which have both aircon and non aircon dining area. The aircon dining gets snaps up first so be sure to make reservation.  The food is reasonably priced and the dishes are above average. There are some hit and miss on the dishes here but one of the must try would be the chef special ""Mingzhu Roll"". It is deep-fried bean curd bag stuffed with a rich assortment of ingredients like prawns, salted egg york, ham and parsley. This dish is the store speciality and you can't find it elsewhere."
Keng Eng Kee Seafood,3.9,29,Seafood,3,12-Sep-17,The only dish that really was a hit for us was their signature noodles. The fried eggyolk fish skin was good too. But the real reason for us be here was the eggyolk crabs. Unfortunately they were way to eggy and by the 2nd shot at eating you already feel overwhelmed and choked up. Also their signature fried tofu we just simply did not get what the fuss is about and did not even finish it. All in all ok but i would not drive 28km RT for it.
Keng Eng Kee Seafood,3.9,29,Seafood,5,24-Jan-16,"..OMG I thot all salted egg crab taste like salted egg crab, but this one is amazing . Den ofcos you have to try t HorFun, believe me it's unbelievable..  Service is wonderful too They speak English"
Keng Eng Kee Seafood,3.9,29,Seafood,4,20-Nov-19,"most food are delicious, for crab dishes order in advance or reserve, this item is a favourite."
Keng Eng Kee Seafood,3.9,29,Seafood,3,18-Aug-15,"I was brought to KEK as part of a large group of international sales people who gathered for a training event. A local rep told us she takes clients here, but I would not recommend that unless they are natives and comfortable with Asian outdoor dining. I believe other reviewers called this scenario a ""tze char"" store. As a visitor, I let our locals order, and we had an on-going supply of family-style plates of yummies. These were all very tasty and a good variety. As a NC native, sitting outdoors in the humidity and heat did not bother me, it was the same as being back at home, LOL.  The troubling items for KEK was that the atmosphere seemed cheap, especially in comparison to where business travelers normally end up. One of my local counterparts was very, very dissatisfied with the restaurant, but as a first-timer I took it all in stride and chalked that up to his own tastes. The plates and cutlery were cheap cafeteria materials or ""fake china"" plastic ware, the tables were covered with red shrink-wrap, and we sat right up alongside stacks of eggs and other supplies for the kitchen.  For me, this was acceptable as an experience in a new part of the world, but I would not take co-workers to such a place unless giving them the local flavor and kitsch was part of the allure, such as a saw-dust floor at a BBQ joint or paper-covered tables at a crab or oyster house. If it was a local eatery for my family, that might also make it more acceptable."
Keng Eng Kee Seafood,3.9,29,Seafood,3,19-Aug-13,"Ming Zhu juan/roll. Try it once, so you can say you've had it. It's got Chinese ham. How's it different? I can't say...but it's certainly an experience trying to cram ham, salted egg, mushroom, and that special Chinese ham.  Other than that, it does the classic things well, I suppose. A tasty Jiu Gao soup, spinach with very generous amount of crispy ikan bilis, and hae chor and har cheong gai were all well received, and disappeared into our bellies without much comment.  Interestingly, our party of 6 also had something called Yue Liang He Fen, which translates moonlight hor fun? I hear it's called that because the raw eggs they crack over the hor fun give the noodles a delightfully smooth texture and glossy sheen... but that's what I hear.  Its good food, and was relatively affordable, but I'm not sure why they are SO crowded! Maybe I need to go with a veteran to see what the famous dishes are."
Keng Eng Kee Seafood,3.9,29,Seafood,4,18-Oct-13,You may try some of the dishes shown in those captured pics... to check their quality up. Enjoyyy...
Keng Eng Kee Seafood,3.9,29,Seafood,4,21-Feb-16,"Remember to make reservations a few days in advance!  If you like pork liver, be sure to order the claypot spring onion liver... I think it's the single best dish on offer."
Keng Eng Kee Seafood,3.9,29,Seafood,4,25-Oct-14,"I went here with my Singaporean friends and they did all the ordering. And I think all were flavorful and cooked well.  The Ming Zou rolls I think is their best seller, quite delicious. We had the chili crabs, pepper crabs and salted egg crabs and the best one was the salted egg crabs. I also recommend the fried battered squid, the roast chicken and the leafy vegetables with eggs. Both the marmite pork and chicken were good -- don't worry, if you are not a marmite fan, the marmite flavor was not very strong. Everyone raved about the liver dish but I am not a liver fan so I cannot comment myself.  The service was good and quick. Am just not sure if the ordering will be easy if I was not with chinese speaking folks. I hope their menus have photos!  I have been here twice for dinner but both at very odd times -- at 5pm and another at 930pm -- so the parking was quite easy. If you come early, I suggest booking a table inside the air conditioned room so its not too hot. If you are doing a late dinner, then its ok to sit outside."
Keng Eng Kee Seafood,3.9,29,Seafood,4,28-Dec-13,Fourth time here and it's as good as ever. We usually have the steamed fish Hong Kong style but tonight tried marmite chicken and nonya prawns (special). Excellent all of it. Highly recommended local eatery.
Keng Eng Kee Seafood,3.9,29,Seafood,4,19-May-13,"The marmite chicken is great, even for someone who hates marmite!!"
Treasures Yi Dian Xin,4.7,3,"Congee, Dim Sum, Noodles",4,20-Jun-17,"Still my favourite Chinese food restaurant since I tried their 100am outlet. Food was served fast on a Saturday afternoon and service was efficient and pleasant.  There is the option of which part of the duck/chicken you'd like should you order their roasted specials, and an additional $2 for the leg. I would recommend choosing the duck leg when ordering the roasted duck noodles-it's extremely flavourful and the duck meat is served in a generous portion.  Other dim sum dishes I usually order include their chicken feet and fried shrimp in bean curd skin. Absolutely love them!"
Treasures Yi Dian Xin,4.7,3,"Congee, Dim Sum, Noodles",5,21-Nov-16,"This was some of the best Chinese food I had while in Singapore. They have many locations throughout Singapore. The servers are very nice and fast. The menu is very extensive. You can have anything from dim sum, to congee & noodles, to traditional entrees. I had congee and dim sum. All of it was excellent and fresh. This particular location is in a mall which is convenient. It's well lit and very clean."
Treasures Yi Dian Xin,4.7,3,"Congee, Dim Sum, Noodles",5,11-Apr-19,"Had the #16, #21, #78, #89 (with duck and pork), and another #78. Every single thing was delicious and brought out quickly. Friendly waitresses and good prices. Highly recommend!!"
La Strada,4.3,18,Italian,5,6-Aug-17,"""Nailed it,"" I said no less than four times during my meal tonight at La Strada. Every thing about this place begs me to come back for more. Hands down my favorite Italian fare in SG. Go here, and thank me later. This restaurant is worth every dime.  Sweet, fresh, fragrant and balanced bruschetta. Tender and responsive gnocchi. Healthy, juicy and succulent pork chop. Best of all, the bolognese is the best I have had since eating the mindblowingly amazing bolognese of Osteria dell'Orsa in Bologna, Italy, itself.  I will come back here again and again. The non-pretentious osteria-style decor and home cooked quality food will invite me back with open arms every time."
La Strada,4.3,18,Italian,4,23-Aug-19,"Wait a minute! This place can't be the same I eat and rated just last year?!!! The decor is different, the menu is different, and so on ..... still very pricey as well. I had their Ribeye dish and mixed salad plus desert and a beet and the total was above 100 SGD! Very good service and the taste was good. But too much money overall."
La Strada,4.3,18,Italian,4,20-Jan-18,"It's a good restaurant on the smaller side. I had a basic dish, baked chicken with vegetables and fries. I was early during their dinner hours. So I had the full attention of several servers and I was in and out in 45 minutes. Which was just fine with me."
La Strada,4.3,18,Italian,5,4-Apr-17,"Was recommended by a friend to dine here, and there were really no regrets!  Quaint little place in the heart of town with one of the best risottos I've had in a while. Came here for dinner, but their set lunch menu does look very affordable, and value for money. Had the squid ink risotto with scallops (typically only on the lunch menu but they acceded to my special request), and they were extremely generous with the squid ink sauce, the scallops were well cooked (not too dry). The fianc¨¦ had the lobster risotto which he polished off really quickly! The seaweed made the rice extremely tasty.  It is a little pricy but it really was worth it! The service was excellent as well; the waitresses were really attentive."
La Strada,4.3,18,Italian,4,15-Nov-15,"Nice little gem located at Scott's Road just right next to shaw center. Love the food there - we ordered a set lunch which consist of an appetizer, main and dessert.  The appetizers we ordered were: beef carpaccio with truffle dressing and burrata. First of all, the truffle dressing for the carpaccio was good topped with a very distinct taste of the truffle dressing. The burrata has got to be my favorite. It has an excellent buffalo mozzarella - thick and creamy, followed by the amazing taste of the salmon on the side. It was a great combo between the two, accompanied by breadsticks.  For the main I ordered risotto in squid ink with scallops. The risotto was up to par. But I preferred more of what my boyfriend ordered which was spaghetti carbonara: with truffle butter, egg confit and bacon crumble. It was delish. The dish was overall very creamy and buttery, with a strong kick of the truffle taste. It was a pretty small serving for this one, I guess becoz it was rich and creamy. Oh, and it was topped with an egg and it was just excellent! Must come back!"
La Strada,4.3,18,Italian,4,23-Jun-16,"Nice and cozy place with great pastas, especially loved the seaweed risotto and tagliatelle pasta ! The fish croquettes to start were really good too  You can also order off the menu if you have your usual basic pasta favorites  Liked the concept and the food, although the small place did not ventilate too well, left you coming out smelling like a kitchen."
La Strada,4.3,18,Italian,4,20-Jan-19,"I visited for the first time. It was good atmosphere and friendly and kind staffs. We ordered 3 lunch course. I chose the soup for starter. It was very creamy and tasty. I liked it. The second section was also many kind of choices, so after much dithering, I decided to order the king salmon.The skin was bit crispy but whole fish was meltingly soft.The herb lemon sauce also very matched with fish.Finally for desert, I chose panna cotta with maybe caramel sauce also yummy. The complimentary coffee was also great.We really enjoyed having lunch. I'll definitely visit again."
La Strada,4.3,18,Italian,4,5-Apr-18,"Casual-feel Italian restaurant that everyone can enjoy.  Same owners as next doors Aoki and Le Amis, this place is somewhere you can get a great tasting appetizer, flavorful main course dish, order a reasonable priced bottle of wine and relax.  Highly recommend their Vongole as a starter and their lobster spaghetti as a main course. Not sure if they still have their spinner crab pasta but if they do, get that.  Get a nice Amarone with those courses and you are set for the night.  Service is great, very friendly staff.  Not the best or freshest Italian in the area but definitely recommend for a good night out."
La Strada,4.3,18,Italian,5,1-Oct-17,"We slid in for a table at about 1:36, oh boy were we lucky!! My hubby had the steak and I had the Oso Bucco (spell check please!). The restaurant was small and cozy and the waitress was just too darn cute. We would go back in a heart beat if we lived in Singapore!"
La Strada,4.3,18,Italian,4,10-Mar-17,"Delicious food, great service. Little on the pricey side.  The risotto was delicious and I highly recommend it."
La Strada,4.3,18,Italian,3,6-Jan-16,"They offer an appetiser + main course + dessert 3 course lunch for $35. You add extra for special orders. Went with my family so we all ordered a variety of dishes to share. Overall, the food wasn't that impressive and I'm on the fence about whether I'd return. If I do, it'd mostly be for the ambience and service.   AMBIENCE - 5 stars Cute and cosy. My kind of place.   SERVICE - 4 stars Great! They were accommodating in allowing us to top up to change the dessert to the dessert of the day (cannoli). They ran out of pistachio gelato which accompanied the cannoli, didn't inform us and simply swopped it with vanilla ice cream. I don't quite like ice cream so the waiter kindly gave us a complimentary scoop of yoghurt gelato, which was delicious.   APPETISER Burrata (+$4) - with applewood smoked salmon - 4 stars My favourite starter. Comes with a huge ball of burrata so definitely share this. I really liked the salmon, which didn't taste fishy at all.  Capesante (+$3) - seared scallops - 2 stars Skip this. The scallops are rubbery.  Indivia - endive salad - 3 stars Simple, good salad   MAIN Pollo - chicken stew My sister liked this so much I didn't get to try any!  Tacchino - breaded turkey breast stuffed with fontina cheese - 2.5 stars Didn't quite enjoy this. I suppose it's what you might expect of the dish, and it was too rich and heavy for me. The brussels sprouts were over-salted.  Risotto (+$3) - squid ink risotto with scallops - 2.5 stars Again, I thought the scallops were rubbery. The risotto was alright, but I'm not a fan of risotto.   DESSERT Yoghurt gelato - 4 stars My favourite dessert. Refreshing tangy taste.  Limoncello tiramisu (+$3) - 3.5 stars A nice twist on a traditional dessert. But too much cream for me.  Pera (+$4) - 3 stars - poached pear, red wine, vanilla ice cream Nothing special.  Cannoli with pistachio gelato - 2.5 stars They ran out of pistachio gelato. The cannoli itself was soft and nothing special - I don't usually enjoy it and this dish didn't change my mind.   COFFEE/TEA They serve Clipper tea, and can do cappuccinos/lattes with skim milk, which was a nice bonus. No soy milk."
La Strada,4.3,18,Italian,5,12-May-19,"First visit to the restaurant on a weekday night: There was a pleasant and soothing ambience. The staff pulled out a display of seasonal dishes that were not available on their usual menu, did a great job on explaining the dishes, and we ordered two appetizers from the list. A particular staff, Amber, stood out in particular with her exceptional service and made our dinner at La Strada so comforting and welcoming. We also ordered two main courses from the primi section, the portion was incredibly generous and tasty. For dessert, we settled for the creme brulee, which was rich in flavour, will definitely recommend."
La Strada,4.3,18,Italian,1,27-Oct-18,"Was a horrible experience . We arrived there and it was one hour and a half before 2:30 (the time The close) and they said it was full and it wasn't . They had tables available and people also already about to leave . We asked how long did we have to wait and they said no tables . The Chinese guy was so rude to us even closed the door at our faces. He didn't even say that maybe 30 minutes. I think they were lazy to work, I don't know about the food but the quality of service was definitely very very poor. I would not give even one star."
La Strada,4.3,18,Italian,5,10-Aug-14,Love t wine list ... And altho kitchen has close We stayed to finish our wine & t water ar really frendly about it and polite & did not shoo us out ... Lovely lunch
La Strada,4.3,18,Italian,5,26-Jan-16,"I couldn't ask for more from a local Italian restaurant. Great menu. Attentive service. And wonderful result on the palette. Started with some amazing oysters. For the main course the manager helped coach me through some options. I'm a fan of veal saltimboca whenever I can get it. It was interesting, and very good (amazing how different it is prepared nearly every time I try it, but rarely disappoints). But the custom side pasta was out of this world. Just some linguine in olive oil and white wine sauce with garlic and a touch of hot pepper. Fantastic. Can't wait to come back again. So much more menu exploration to do. Only downside was price. But hey, it's Singapore."
La Strada,4.3,18,Italian,5,27-Dec-16,"Excellent value for money, enhanced by amazing tasting food and good service. We had the set lunch here recently. Appetizers were scallops done just right and a cesare salad with yummy dressing. For mains we had the ravioli with sage butter and carbonara. Both pastas were delicious. Dessert was a true treat - lemon tiramisu and cassatta. Will definitely go here again."
La Strada,4.3,18,Italian,5,10-Dec-17,"This is a hidden spot behind Orchard Road so if you don't know to go in search of it, you won't find it. I was able to snag a reserved table even though I didn't have a reservation because I went at 6:30pm and they didn't need the table until 8:30pm. If you go after 7pm, make a reservation because they were turning people away at the door. I settled on the braised oxtail ($36). This was very delicious and someone put a lot of love into this dish with the teeny tiny carrots cut up and the amount of thyme. However, for me, it ended up being more of an appetizer portion (I was hungry - Piggy Power was in effect) and it needed some mashed potatoes or more bread to sop up the gravy. I ended up ordering the beef and pork ragout gnocchi ($28) and that was phenomenal. Just pillows of gnocchi covered in the delicious ragout. I want more! I had a glass of Barbera ($15) to wash it down. I can't wait to go back!"
La Strada,4.3,18,Italian,5,23-Nov-15,Was invited to this restraint on Monday evening and was very pleased with service and food. Great little Italian restaurant. Highly recommended.
La Strada,4.3,18,Italian,4,12-Nov-17,Small restaurant . Nice food. Average service. Hard to find --look for it behind the 1 Scott large complex--alike to an alley.
Sin Heng Kee Porridge,4.9,14,"Singaporean, Congee",5,7-Oct-19,Better value than the overpriced bad service Heng Long teochew porridge!! Fast service.. great taste and efficient staff. Coffee's great. Don't order the bean curds.. uncle says stopped selling a year ago.. But the poster still showing!! Great for a hot meal!!
Sin Heng Kee Porridge,4.9,14,"Singaporean, Congee",4,13-Mar-24,Personal favourite is their triple egg (Èýµ°) porridge that includes normal + salted + century egg  Can get pretty popular and crowded especially on weekend mornings though
Sin Heng Kee Porridge,4.9,14,"Singaporean, Congee",5,26-Feb-23,Porridge is very scrumptious and great. The portions are huge and there is a great variety of porridges to choose from.
Sin Heng Kee Porridge,4.9,14,"Singaporean, Congee",5,29-Dec-22,"One of the best porridge stalls in Singapore, if not the best. Meatballs are a must order."
Sin Heng Kee Porridge,4.9,14,"Singaporean, Congee",5,30-Jan-22,"Was in a crave for congee. Did some googling and this place came up. It was definitely worth the 18 minutes drive. The line wasn't so bad when I arrive at 8.30am but shortly after, a long snakey line form up. Most people ordered to go and they have an excellent number queing and seating waiting area, almost like going for your Covid vaccination. Extremely orderly. Best part, the food was excellent! I ordered the pork congee with extra pork ball. 2 thumbs up"
Sin Heng Kee Porridge,4.9,14,"Singaporean, Congee",5,18-Oct-16,"One of the best porridge located at the north east area. Never failed to order Ìï¼¦ to go along with any porridge. Today I tried their Æ¤µ°»¨ÉúÖà, simply delicious. If you are not a fan of Ìï¼¦, you can just try their signature porridge with overloaded ingredients. Confirm plus chop you will be bloated after 1 serving!  Parking is not an issue, huge open space carpark just need to worry if it rains.  Be prepared to wait at least 10-15mins just to be seated and another 10-15mins for the dishes (during peak hour)."
Sin Heng Kee Porridge,4.9,14,"Singaporean, Congee",5,12-Feb-18,Great porridge  My only sadness is that there is no delivery service with this outlet.  Could someone please get them on deliveroo/Uber eat?
Sin Heng Kee Porridge,4.9,14,"Singaporean, Congee",5,28-Oct-18,"Taste good and generous serving, fresh ingredients used. Remember to get a plate of the century eggs with ginger as side. Must try when you are in Hougang."
Sin Heng Kee Porridge,4.9,14,"Singaporean, Congee",5,30-Nov-16,Was ard Buangkok area looking for food and come across this on Yelp. No regrets. Price is considered very fair for the quality and quantity. Strongly recommended.
Sin Heng Kee Porridge,4.9,14,"Singaporean, Congee",5,19-Dec-15,"For a person who don't have a taste for porridge, I would say the porridge served here is very good. The ingredients they used are very fresh and the portion is very generous too! For the price you pay ($3.50 - $5.00) you would get a big bowl of congee. I can legitimately say that this is the only place I would eat porridge at so if you have not tried the food here yet,I highly recommend you to try the porridge here!!! I've tried the Meat ball porridge which I added peanuts to it. The meatballs we're really fresh and the congee had the perfect viscosity to it! The peanuts complimented the meatball congee perfectly and overall one of the best porridge I ate in my life. Meatball and peanuts porridge - 9/10"
Sin Heng Kee Porridge,4.9,14,"Singaporean, Congee",5,31-Jan-17,"Very velvety smooth porridge. Priced at $4.50, their lean pork century egg porridge are loaded with ingredients. Lean pork is simply marinated and tender. I didn't have to season my porridge further as it tasted just how I like. They use styrofoam bowl for takeaway. Mine remain warm and tasted good even after an hour."
Sin Heng Kee Porridge,4.9,14,"Singaporean, Congee",5,4-Nov-17,Wah this porridge is super super nice. Definitely must try. It's cheap and delicious. Tried the fish porridge and minced meat porridge. Both are very smooth and nice.
Sin Heng Kee Porridge,4.9,14,"Singaporean, Congee",5,16-Jun-13,"I was driving around looking for food when I finally decided to stop and try out this shop that sells all kinds of Porridge.  Ever wonder what to give your toddler for lunch or dinner when you don't cook ? Then try this, the porridge is so hot then it zap any bacteria or virus of any kind !  Basically their menu has 3 versions, one is normal egg with your variety of pork related porridge, other is century egg with your variety of pork related porridge or No egg with your variety of pork related porridge. Can also order ""KOSONG"" which is plain porridge with or without seasonings or condiments. They also have ""frog porridge"" which I have not tried yet.  One of the best pork porridge I have tried. They will scoop out plain porridge from one big pot to cook with your choice of pork meat balls, pork intestines, pork liver ETC. And they also have side dishes like fritters and yu sheng.  So stop having mediocre porridge at those lousy food courts and try this instead !"
Sin Heng Kee Porridge,4.9,14,"Singaporean, Congee",4,7-Sep-13,Accidental find. Was in the neighborhood and I chanced upon this store. Porridge is delicious. Don't forget to order raw fish. Highly recommended. Might have to wait for your order if you visit during the usual peak hours.
